Modelo,MSI,Desinencia,inflex_reg,cambio_raiz,forma
ser,VMSI2S0V0,fueses,ser,,fueses
ser,VMSP2P0B0,seáis,ser,,seáis
ser,VMSP2P0W0,sean,ser,,sean
ser,VMSP2S0T0,seas,ser,,seas
ser,VMSP2S0V0,seas,ser,,seas
temer,VMIC2S0U0,ería,er,,temerías
temer,VMIF2S0U0,erá,er,,temerás
temer,VMII2S0U0,ía,er,,temíai
temer,VMIP2S0U0,e,er,,teme
temer,VMIS2S0U0,ió,er,,temió
temer,VMSF2S0U0,iere,er,,temieres
temer,VMSI2S0U0,iera,er,,temieras
temer,VMSI2S0U0,iese,er,,temieses
temer,VMSP2S0U0,a,er,,tema
temer,VMSP3S000,a,er,,tema
temer,VMSP3P000,an,er,,teman
temer,VMSP1S000,a,er,,tema
temer,VMSP1P000,amos,er,,temamos
temer,VMSI3S000,iera,er,,temiera
temer,VMSI3S000,iese,er,,temiese
temer,VMSI3P000,ieran,er,,temieran
temer,VMSI3P000,iesen,er,,temiesen
temer,VMSI1S000,iera,er,,temiera
temer,VMSI1S000,iese,er,,temiese
temer,VMSI1P000,iéramos,er,,temiéramos
temer,VMSI1P000,iésemos,er,,temiésemos
temer,VMSF3S000,iere,er,,temiere
temer,VMSF3P000,ieren,er,,temieren
temer,VMSF1S000,iere,er,,temiere
temer,VMSF1P000,iéremos,er,,temiéremos
temer,VMP000000,ido,er,,temido
temer,VMM03S000,a,er,,tema
temer,VMM03P000,an,er,,teman
temer,VMM01P000,amos,er,,temamos
temer,VMIS3S000,ió,er,,temió
temer,VMIS3P000,ieron,er,,temieron
temer,VMIS1S000,í,er,,temí
temer,VMIS1P000,imos,er,,temimos
temer,VMIP3S000,e,er,,teme
temer,VMIP3P000,en,er,,temen
temer,VMIP1S000,o,er,,temo
temer,VMIP1P000,emos,er,,tememos
temer,VMII3S000,ía,er,,temía
temer,VMII3P000,ían,er,,temían
temer,VMII1S000,ía,er,,temía
temer,VMII1P000,íamos,er,,temíamos
temer,VMIF3S000,erá,er,,temerá
temer,VMIF3P000,erán,er,,temerán
temer,VMIF1S000,eré,er,,temeré
temer,VMIF1P000,eremos,er,,temeremos
temer,VMIC3S000,ería,er,,temería
temer,VMIC3P000,erían,er,,temerían
temer,VMIC1S000,ería,er,,temería
temer,VMIC1P000,eríamos,er,,temeríamos
temer,VMG000000,iendo,er,,temiendo
temer,VMIC2P0B0,eríais,er,,temeríais
temer,VMIC2P0W0,erían,er,,temerían
temer,VMIC2S0T0,eríai,er,,temeríai
temer,VMIC2S0T0,erías,er,,temerías
temer,VMIC2S0V0,erías,er,,temerías
temer,VMIF2P0B0,eréis,er,,temeréis
temer,VMIF2P0W0,erán,er,,temerán
temer,VMIF2S0T0,erás,er,,temerás
temer,VMIF2S0T0,eréi,er,,temeréi
temer,VMIF2S0V0,erás,er,,temerás
temer,VMII2P0B0,íais,er,,temíais
temer,VMII2P0W0,ían,er,,temían
temer,VMII2S0T0,íai,er,,temíai
temer,VMII2S0T0,ías,er,,temías
temer,VMII2S0V0,ías,er,,temías
temer,VMIP2P0B0,éis,er,,teméis
temer,VMIP2P0W0,en,er,,temen
temer,VMIP2S0T0,éi,er,,teméi
temer,VMIP2S0T0,es,er,,temes
temer,VMIP2S0V0,és,er,,temés
temer,VMIS2P0B0,isteis,er,,temisteis
temer,VMIS2P0W0,ieron,er,,temieron
temer,VMIS2S0T0,iste,er,,temistei
temer,VMIS2S0T0,istei,er,,temistei
temer,VMIS2S0V0,iste,er,,temiste
temer,VMIS2S0V0,istes,er,,temistes
temer,VMM02P0B0,ed,er,,temed
temer,VMM02P0W0,an,er,,teman
temer,VMM02S0T0,e,er,,teme
temer,VMM02S0U0,a,er,,tema
temer,VMM02S0V0,é,er,,temé
temer,VMSF2P0B0,iéreis,er,,temiéreis
temer,VMSF2P0W0,ieren,er,,temieren
temer,VMSF2S0T0,ieres,er,,temieres
temer,VMSF2S0V0,ieres,er,,temieres
temer,VMSI2P0B0,iérais,er,,temiérais
temer,VMSI2P0B0,iéseis,er,,temiéseis
temer,VMSI2P0W0,ieran,er,,temieran
temer,VMSI2P0W0,iesen,er,,temiesen
temer,VMSI2S0T0,iérai,er,,temiérai
temer,VMSI2S0T0,ieras,er,,temieras
temer,VMSI2S0T0,iései,er,,temiései
temer,VMSI2S0T0,ieses,er,,temieses
temer,VMSI2S0V0,ieras,er,,temieras
temer,VMSI2S0V0,ieses,er,,temieses
temer,VMSP2P0B0,áis,er,,temáis
temer,VMSP2P0W0,an,er,,teman
temer,VMSP2S0T0,ái,er,,temái
temer,VMSP2S0T0,as,er,,temas
temer,VMSP2S0V0,as,er,,temas
